"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35"
"749","麻辣小龙虾","辣炒鱿鱼","剁椒鱼头","豌豆薯仔猪骨汤","自制猪肉脯","焖猪手","芹菜炒腰花","谷稻小庄 ","孜然羊排","凉拌菠菜","蒙古烤羊腿 ","姜葱炒花蟹","炝炒大白菜","蒜香包","蒜香辣花甲",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","香辣腐乳炒虾","辣炒鱿鱼","豌豆薯仔猪骨汤","凉拌菠菜","香烤牛排 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","香酥两吃大虾","自制猪肉脯","焖猪手","芹菜炒腰花","辣炒鱿鱼","谷稻小庄 ","水煮鱼","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","油焖麻辣虾","清蒸海鱼","麻辣小龙虾"," 北冰洋汽水 ","香酥两吃大虾","百里香奶油烤红酒牛肉","干锅田鸡","糖醋蕃茄溜青花","蒜香辣花甲","剁椒鱼头","辣炒鱿鱼","皮蛋瘦肉粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","姜葱炒花蟹","金玉良缘","豌豆薯仔猪骨汤","自制猪肉脯",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","独家薄荷鲜虾牛肉卷 ","党参黄芪炖牛尾 ","香菇鹌鹑蛋","葱油凉拌藕片","谷稻小庄 ","一品香酥藕","五彩藕苗","五色糯米饭(七色)","清爽拌凉面","香辣腐乳炒虾",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","香辣腐乳炒虾","山药养生粥","清蒸海鱼","炝炒大白菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","盘蟹蒸蛋","凉拌菠菜","红酒炖羊肉","53度茅台",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","油焖麻辣虾","焖猪手","芝士烩波士顿龙虾","小米南瓜粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","姜葱炒花蟹","自制猪肉脯","爆炒猪肝","清蒸海鱼","孜然羊排","路易拉菲红酒干红","美妙绝伦之白莲花","芹菜炒腰花","山药养生粥","凉拌蒜蓉西兰花","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","独家薄荷鲜虾牛肉卷 ","香酥两吃大虾","拌土豆丝","五色糯米饭(七色)","油焖麻辣虾","白斩鸡","姜葱炒花蟹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","油焖麻辣虾","避风塘炒蟹","清蒸蝶鱼","啤酒鸭","干锅田鸡","桂圆枸杞鸽子汤","番茄有机花菜","炝炒大白菜","糖醋蕃茄溜青花","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","油焖麻辣虾","辣炒田螺","蒜香辣花甲","杭椒鸡珍","番茄蛋汤","培根花菜","白斩鸡","花蛤蒸蛋","爆炒猪肝","香烤牛排 ","番茄甘蓝","老式面包","蒜香包","五色糯米饭(七色)","番茄炖牛腩 ","麻辣小龙虾",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","培根紫菜卷","豌豆薯仔猪骨汤","焖猪手","皮蛋瘦肉粥","爆炒猪肝","牛肉鸡蛋肠粉","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","姜葱炒花蟹","香辣腐乳炒虾","焖猪手","香菇鹌鹑蛋","番茄甘蓝","葱油凉拌藕片","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","香酥两吃大虾","紫薯面包卷","玉竹南北杏鸭腿汤","泡椒凤爪 ","五色糯米饭(七色)","黄花菜炒木耳","冬瓜炒苦瓜","麻辣小龙虾","百里香奶油烤红酒牛肉","打卤面","路易拉菲红酒干红","大蒜苋菜","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","麻辣小龙虾","凉拌蒜蓉西兰花","避风塘炒蟹","红酒土豆烧鸭腿 ","蒜香辣花甲","葡萄奶酥(超酥香的饼干)","葱油凉拌藕片","冰糖红豆薏米粥","自制猪肉脯","清蒸蝶鱼","农夫山泉NFC果汁100%橙汁","法国波尔多AOC干红葡萄酒原"," 北冰洋汽水 ","五色糯米饭(七色)","爆炒双丝","五彩豆","糖醋蕃茄溜青花",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","麻辣小龙虾","美妙绝伦之白莲花","凉拌萝卜丝","香菇鹌鹑蛋","百里香奶油烤红酒牛肉","香辣腐乳炒虾","豌豆薯仔猪骨汤","山药养生粥","五色糯米饭(七色)","自制猪肉脯","炝炒大白菜","芹黄鳝丝","五香酱驴肉 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","香酥两吃大虾","油焖麻辣虾","百里香奶油烤红酒牛肉","番茄炖牛腩 ","西瓜胡萝卜沙拉","凉拌萝卜丝","拌土豆丝","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","辣炒鱿鱼","孜然羊排","牛尾汤","番茄炖秋葵","黑米恋上葡萄","黄油曲奇饼干","西瓜胡萝卜沙拉","百威啤酒罐装",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","麻辣小龙虾","谷稻小庄 ","美妙绝伦之白莲花","香烤牛排 ","孜然羊排","蛋挞","蒜香包","牛尾汤","白胡椒胡萝卜羊肉汤","桂圆枸杞鸽子汤","水煮鱼","黄油曲奇饼干","纸杯蛋糕","露露无糖杏仁露","清爽拌凉面","凉拌菠菜","香菇鹌鹑蛋","西瓜胡萝卜沙拉","香辣爆羊肝 ","肉丁茄子","大理石奶油蛋糕","五香酱驴肉 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","盘蟹蒸蛋","大蒜苋菜","水煮鱼","香菇鸡肉粥","辣炒鱿鱼",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","清蒸海鱼","蛋挞","豌豆薯仔猪骨汤","辣炒田螺","快炒黄鳝","凉拌蒜蓉西兰花","打卤面","蒜香辣花甲","番茄有机花菜","路易拉菲红酒干红","露露无糖杏仁露",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","辣炒海带丝","蒜蓉生蚝","意文柠檬汁 ","皮蛋瘦肉粥","清炒菊花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","培根紫菜卷","清爽拌凉面","芝麻烤紫菜","南瓜枸杞小饼干","宝宝版牛肉肠粉","花蛤蒸蛋","小米南瓜粥","南瓜芝士包","酸辣藕丁","百里香奶油烤红酒牛肉","露露无糖杏仁露","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","清蒸海鱼","水煮鱼","独家薄荷鲜虾牛肉卷 ","牛尾汤","意文柠檬汁 ","金玉良缘","酸辣藕丁",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","培根紫菜卷","肉丁茄子","干锅田鸡"," 北冰洋汽水 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","酸辣藕丁","水煮鱼","香烤牛排 ","辣炒田螺","木须豌豆","番茄炖秋葵","香菇鸡肉粥","辣炒鱿鱼","长城窖酿解百纳红酒干红葡萄酒","法国波尔多AOC干红葡萄酒原","黑米恋上葡萄","油焖麻辣虾","葡萄奶酥(超酥香的饼干)","宝宝版牛肉肠粉","香辣爆羊肝 ","独家薄荷鲜虾牛肉卷 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","麻辣小龙虾","自制猪肉脯","皮蛋瘦肉粥","谷稻小庄 ","农夫山泉NFC果汁100%橙汁","清蒸蝶鱼","辣炒鱿鱼","水煮鱼","凉拌蒜蓉西兰花","炝炒大白菜","意文柠檬汁 ","紫薯面包卷","核桃葡萄干土司","清爽拌凉面","独家薄荷鲜虾牛肉卷 ","鱼香肉丝拌面","五色糯米饭(七色)","金玉良缘","照烧鸡腿 ","南瓜枸杞小饼干","五彩藕苗","红酒土豆烧鸭腿 ","番茄有机花菜","培根花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","油焖麻辣虾","辣炒鱿鱼","西瓜胡萝卜沙拉","金玉良缘","意文柠檬汁 ","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","香烤牛排 ","独家薄荷鲜虾牛肉卷 ","剁椒鱼头","蒜香辣花甲","辣炒田螺","金玉良缘","凉拌萝卜丝","谷稻小庄 ","自制猪肉脯","香酥两吃大虾",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","麻辣小龙虾","爆炒猪肝","辣炒鱿鱼","冰糖红豆薏米粥","清蒸海鱼","皮蛋瘦肉粥","农夫山泉NFC果汁100%橙汁","谷稻小庄 ","炝炒大白菜","美妙绝伦之白莲花","凉拌菠菜","凉拌蒜蓉西兰花","红酒炖羊肉","核桃葡萄干土司",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","剁椒鱼头","麻辣小龙虾","凉拌菠菜","糖醋蕃茄溜青花","一品香酥藕","皮蛋瘦肉粥","黄尾袋鼠西拉子红葡萄酒","黑米恋上葡萄","番茄有机花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","芹菜炒腰花","美妙绝伦之白莲花","肉丁茄子","蛋挞","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","清蒸海鱼","水煮鱼","辣炒鱿鱼","谷稻小庄 ","意文柠檬汁 ","紫薯面包卷","南瓜枸杞小饼干","一品香酥藕","五香酱驴肉 ","独家薄荷鲜虾牛肉卷 ","打卤面","鱼香肉丝拌面","清爽拌凉面","杭椒鸡珍","番茄有机花菜","啤酒鸭","葱油凉拌藕片","剁椒鱼头","泡椒凤爪 ","番茄蛋汤","培根紫菜卷","海带结豆腐汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","香酥两吃大虾","芝士烩波士顿龙虾","油焖麻辣虾","独家薄荷鲜虾牛肉卷 ","焖猪手","香烤牛排 ","凉拌菠菜","凉拌蒜蓉西兰花","美妙绝伦之白莲花","五色糯米饭(七色)"," 42度海之蓝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","麻辣小龙虾","谷稻小庄 ","美妙绝伦之白莲花","香酥两吃大虾","白胡椒胡萝卜羊肉汤","南瓜枸杞小饼干","番茄甘蓝","西瓜胡萝卜沙拉","独家薄荷鲜虾牛肉卷 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","麻辣小龙虾","清蒸海鱼","大蒜苋菜","剁椒鱼头","美妙绝伦之白莲花","凉拌菠菜","爆炒猪肝","香辣腐乳炒虾","蒙古烤羊腿 ","芹菜炒腰花","凉拌蒜蓉西兰花","清蒸蝶鱼","黄尾袋鼠西拉子红葡萄酒","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","香烤牛排 ","独家薄荷鲜虾牛肉卷 ","西瓜胡萝卜沙拉","意文柠檬汁 ","蛋挞",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","香酥两吃大虾","辣炒鱿鱼","香菇鹌鹑蛋","酸辣藕丁","五色糯米饭(七色)","凉拌萝卜丝","牛奶卷","蒙古烤羊腿 ","白胡椒胡萝卜羊肉汤","避风塘炒蟹","玉竹南北杏鸭腿汤","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","香酥两吃大虾","爆炒猪肝","焖猪手","清蒸海鱼","剁椒鱼头","凉拌菠菜","凉拌蒜蓉西兰花","谷稻小庄 ","桂圆肉红豆八宝饭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","爆炒鳝碌","牛尾汤","花蛤蒸蛋","南瓜芝士包","香辣腐乳炒虾","谷稻小庄 ","大蒜苋菜","五彩藕苗","美妙绝伦之白莲花","小炒羊腰 ","香辣爆羊肝 ","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","香辣腐乳炒虾","红酒炖羊肉","剁椒鱼头","谷稻小庄 ","冰糖红豆薏米粥","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","焖猪手","香辣腐乳炒虾","自制猪肉脯","清蒸蝶鱼","美妙绝伦之白莲花","炝炒大白菜","桂圆肉红豆八宝饭","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","焖猪手","自制猪肉脯","芝士烩波士顿龙虾","山药养生粥","美妙绝伦之白莲花","炝炒大白菜","谷稻小庄 ","爆炒猪肝","凉拌蒜蓉西兰花","桂圆肉红豆八宝饭","清蒸蝶鱼","辣炒鱿鱼","大蒜苋菜","凉拌菠菜","芹菜炒腰花","清蒸海鱼","孜然羊排",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","芝士烩波士顿龙虾","倒立蒸梭子蟹","麻辣小龙虾","南瓜枸杞小饼干","谷稻小庄 ","清蒸蝶鱼","凉拌蒜蓉西兰花","快炒黄鳝","百威啤酒罐装","青岛啤酒罐装","特醇嘉士伯啤酒罐装","红酒土豆烧鸭腿 ","番茄蛋汤","杭椒鸡珍","番茄有机花菜","拌土豆丝","金玉良缘","黑米恋上葡萄","牛尾汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","芝士烩波士顿龙虾","谷稻小庄 ","桂圆肉红豆八宝饭","拌土豆丝","重庆特色油烧兔","香辣爆羊肝 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","麻辣小龙虾","番茄炖牛腩 ","葱姜炒蟹","焖猪手","打卤面","超人气广式肠粉","土豆西红柿汤面","牛肉鸡蛋肠粉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","剁椒鱼头","芝麻烤紫菜","干锅田鸡","红酒炖羊肉","百里香奶油烤红酒牛肉","52度泸州老窖 ","葱姜炒蟹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","麻辣小龙虾","小米南瓜粥","香菇鸡肉粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","倒立蒸梭子蟹","豌豆薯仔猪骨汤","蒜蓉生蚝","五香酱驴肉 ","白胡椒胡萝卜羊肉汤","番茄炖秋葵","番茄甘蓝","张裕葡萄酒张裕赤霞珠干红 ","法国波尔多AOC干红葡萄酒原","五色糯米饭(七色)","桂圆肉红豆八宝饭","紫薯面包卷","葡萄奶酥(超酥香的饼干)","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","番茄甘蓝","炝炒大白菜","红酒炖羊肉","凉拌菠菜","凉拌蒜蓉西兰花","倒立蒸梭子蟹","麻辣小龙虾","海带结豆腐汤","孜然羊排",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","麻辣小龙虾","孜然羊排","香烤牛排 ","爆炒双丝","农夫山泉NFC果汁100%橙汁","木须豌豆","番茄有机花菜","清蒸海鱼",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","香酥两吃大虾","倒立蒸梭子蟹","重庆特色油烧兔","干锅田鸡","白斩鸡","三色凉拌手撕兔","玉竹南北杏鸭腿汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","芝士烩波士顿龙虾","西瓜胡萝卜沙拉","水煮鱼","美妙绝伦之白莲花","红酒炖羊肉","牛尾汤","倒立蒸梭子蟹","葱姜炒蟹","干锅田鸡","糖醋蕃茄溜青花","路易拉菲红酒干红",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","葱油凉拌藕片","避风塘炒蟹","照烧鸡腿 ","培根花菜","五香酱驴肉 ","杭椒鸡珍","爆炒猪肝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","麻辣小龙虾","清蒸海鱼","黄尾袋鼠西拉子红葡萄酒","辣炒鱿鱼","大蒜苋菜","照烧鸡腿 ","红酒土豆烧鸭腿 ","葱姜炒蟹","凉拌菠菜","水煮鱼","培根花菜","百里香奶油烤红酒牛肉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","海带结豆腐汤","番茄甘蓝","谷稻小庄 ","番茄炖牛腩 ","黑米恋上葡萄","黄油曲奇饼干","打卤面","剁椒鱼头","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","避风塘炒蟹","芝麻烤紫菜","香菇鹌鹑蛋","意文柠檬汁 ","蛋挞","鱼香肉丝拌面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","清蒸蝶鱼","凉拌菠菜","谷稻小庄 ","山药养生粥","香辣爆羊肝 ","老式面包","香烤牛排 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","葱姜炒蟹","香辣爆羊肝 ","清蒸蝶鱼","蒙古烤羊腿 ","凉拌菠菜","香菇鹌鹑蛋","谷稻小庄 ","黄油曲奇饼干","鱼香肉丝拌面","西瓜胡萝卜沙拉","杭椒鸡珍","金玉良缘",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","辣炒花蛤","啤酒鸭","五彩藕苗","纸杯蛋糕","桂圆肉红豆八宝饭","农夫山泉NFC果汁100%橙汁","露露无糖杏仁露","豌豆薯仔猪骨汤","香菇鹌鹑蛋",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","香烤牛排 ","红酒炖羊肉","西瓜胡萝卜沙拉","山药养生粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","麻辣小龙虾","路易拉菲红酒干红","红酒炖羊肉","紫薯面包卷","五色糯米饭(七色)","打卤面","超人气广式肠粉","西瓜胡萝卜沙拉","芹黄鳝丝","清炒菊花菜","糖醋蕃茄溜青花","培根紫菜卷","芝麻烤紫菜","玉竹南北杏鸭腿汤","山药养生粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","清蒸海鱼","香酥两吃大虾","蒙古烤羊腿 ","孜然羊排","西瓜胡萝卜沙拉","香菇鹌鹑蛋","凉拌菠菜","谷稻小庄 ","路易拉菲红酒干红","桂圆肉红豆八宝饭","黑米恋上葡萄","杭椒鸡珍","老式面包","芝麻烤紫菜","红酒土豆烧鸭腿 ","桂圆枸杞鸽子汤","麻辣小龙虾",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","焖猪手","辣炒鱿鱼","金玉良缘","酸辣藕丁","蓝带啤酒罐装","一品香酥藕","哈尔滨啤酒罐装","炝炒大白菜","桂圆肉红豆八宝饭","黑米恋上葡萄","番茄蛋汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","芝士烩波士顿龙虾","豌豆薯仔猪骨汤","焖猪手","爆炒猪肝","自制猪肉脯","芹菜炒腰花","冰糖红豆薏米粥","清蒸海鱼","剁椒鱼头","谷稻小庄 ","大蒜苋菜","炝炒大白菜","美妙绝伦之白莲花","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","姜葱炒花蟹","芹菜炒腰花","白斩鸡","凉拌菠菜","五彩豆","路易拉菲红酒干红","纸杯蛋糕","牛肉鸡蛋肠粉","酸辣汤面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","谷稻小庄 ","盘蟹蒸蛋","芹菜炒腰花","蒙古烤羊腿 "," 北冰洋汽水 ","凉拌菠菜","三丝鳝鱼","蛋挞","西瓜胡萝卜沙拉","超人气广式肠粉","香辣爆羊肝 ","番茄炖秋葵","五香酱驴肉 ","芝麻烤紫菜","蒜蓉生蚝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","芝士烩波士顿龙虾","焖猪手","美妙绝伦之白莲花","凉拌菠菜","剁椒鱼头","清蒸海鱼","五色糯米饭(七色)","黄尾袋鼠西拉子红葡萄酒",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","芝士烩波士顿龙虾","焖猪手","爆炒猪肝","自制猪肉脯","小米南瓜粥","芹菜炒腰花","香菇鸡肉粥","剁椒鱼头","谷稻小庄 ","清蒸海鱼","黄尾袋鼠西拉子红葡萄酒","香酥两吃大虾","凉拌菠菜","凉拌蒜蓉西兰花","桂圆肉红豆八宝饭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","清蒸海鱼","白胡椒胡萝卜羊肉汤","冬瓜炒苦瓜","意文柠檬汁 ","大理石奶油蛋糕","小米南瓜粥","蒙古烤羊腿 ","葱姜炒蟹","爆炒双丝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","焖猪手","芝士烩波士顿龙虾","山药养生粥","芹菜炒腰花","爆炒猪肝","自制猪肉脯","清蒸海鱼","清蒸蝶鱼","美妙绝伦之白莲花","辣炒鱿鱼","炝炒大白菜","谷稻小庄 ","大蒜苋菜","凉拌菠菜","桂圆肉红豆八宝饭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","香酥两吃大虾","焖猪手","倒立蒸梭子蟹","水煮鱼","麻辣小龙虾","五色糯米饭(七色)","芹菜炒腰花","香烤牛排 "," 42度海之蓝","糖醋蕃茄溜青花",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
